=== Tool Life Management ===
Title	Tool Master	Tool Record	Month	Customer Type	Year	No of Parts	Machine clamping force (T)	Tooling cost	Currency	Tool description	Master Type	Warranty (Parts)	Tool Owner	Type of Sprue	Overall Cycle time (s)	Type of press	Standard daily capacity (Parts)	Max daily capacity (Parts)	Part Gross Weight (g)	Part Net Weight (g)	Strip width (mm)	Pitch (mm)	Lead Time (months)	Plant	Tool Type	Plant:Title	Plant:Site	Tool Type:Title	End_of_production	EOP	ID	Created	Modified	MasterRecord	ParentTitle	ToolCurrentStatus	Data	Created By	Modified By	TestCurrency	Property	Part per cycle	PartNumberReference	PartReference	Tool Maker	Warranty Alert	Attachments 
CP-2010-01-50-1114					2010	1	1114.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1115					2010	1	1115.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1116					2010	1	1116.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1117					2010	1	1117.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1118					2010	1	1118.0					10000000	CYCAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1119					2010	1	1119.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1120					2010	1	1120.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1121					2010	1	1121.0					10000000	CYCLAM			V	120.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1122					2010	1	1122.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1123					2010	1	1123.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1124					2010	1	1124.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1125					2010	1	1125.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1126					2010	1	1126.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1127					2010	1	1127.0					10000000	CYCLAM			V	65.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1128					2010	1	1128.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1129					2010	1	1129.0					10000000	CYCLAM			V	120.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1130					2010	1	1130.0					10000000	CYCLAM			V	120.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1131					2010	1	1131.0					10000000	CYCLAM			V	120.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1132					2010	1	1132.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1133					2010	1	1133.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								DFM / Kick off											
ST-2023-0-0-1134					2023	0	1134.0					0												CYCLAM Amiens	Stamping			ST																			
CP-2010-01-50-1134					2010	1	1134.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								DFM / Kick off											
CP-2010-01-50-1135					2010	1	1135.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1136					2010	1	1136.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1137					2010	1	1137.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1138					2010	1	1138.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1139					2010	1	1139.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1140					2010	1	1140.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1141					2010	1	1141.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1142					2010	1	1142.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1143					2010	1	1143.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1144					2010	1	1144.0					10000000	CYCLAM			V	120.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1145					2010	1	1145.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1146					2010	1	1146.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1147					2010	1	1147.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1148					2010	1	1148.0					10000000	CYCLAM			V	120.0							CYCLAM Amiens	Compression			CP								In use											
ST-2023-01-80-1149					2023	1	1149.0	15621	USD	Deep Shield		12000000	KOSTAL			V	21600.0						3.22	AVO Monterrey	Stamping			ST								In use								53-0840 			
ST-2023-01-80-1150					2023	1	1150.0	3347	USD	Lower cover		1200000	KOSTAL			V	43200.0							AVO Monterrey	Stamping			ST								In use											
CP-2010-01-50-1151					2010	1	1151.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1152					2010	1	1152.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1153					2010	1	1153.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1154					2010	1	1154.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1155					2010	1	1155.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1156					2010	1	1156.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1157					2010	1	1157.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1158					2010	1	1158.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1159					2010	1	1159.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1160					2010	1	1160.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1161					2010	1	1161.0					10000000	CYCLAM			H	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1162					2010	1	1162.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1163					2010	1	1163.0					10000000	CYCLAM			V	120.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1164					2010	1	1164.0					10000000	CYCLAM			V	120.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1165					2010	1	1165.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1166					2010	1	1166.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1167					2010	1	1167.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1168					2010	1	1168.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1169					2010	1	1169.0					10000000	CYCLAM			V	120.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1170					2010	1	1170.0					10000000	CYCAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1171					2010	1	1171.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1172					2010	1	1172.0					10000000	CYCLAM			V	120.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1173					2010	1	1173.0			Jonc - Cup		10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1174					2010	1	1174.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-120-1175					2010	1	1175.0					10000000	CYCLAM			V	120.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1176					2010	1	1176.0					10000000	CYCLAM			V	120.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1177					2010	1	1177.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1178					2010	1	1178.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1179					2010	1	1179.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1180					2010	1	1180.0					10000000	CYCLAM			V	90.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1181					2010	1	1181.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1182					2010	1	1182.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1183					2010	1	1183.0					10000000	CYCLAM			V	120.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1184					2010	1	1184.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1185					2010	1	1185.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1186					2010	1	1186.0					10000000	CYCLAM			V	90.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1187					2010	1	1187.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1188					2010	1	1188.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1189					2010	1	1189.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1190					2010	1	1190.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1191					2010	1	1191.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1192					2010	1	1192.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1193					2010	1	1193.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1194					2010	1	1194.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1195					2010	1	1195.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1196					2010	1	1196.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1197					2010	1	1197.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1198					2010	1	1198.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1199					2010	1	1199.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1200					2010	1	1200.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1201					2010	1	1201.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1202					2010	1	1202.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1203					2010	1	1203.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1204					2010	1	1204.0					10000000	CYCLAM			V	72.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1205					2010	1	1205.0					10000000	CYCLAM			V	144.0							CYCLAM Amiens	Compression			CP								In use											
CP-2010-01-50-1206					2010	1	1206.0					10000000	CYCLAM			V	120.0							CYCLAM Amiens	Compression			CP								In use											
TP-2024-01-50-1207					2024	1	1207.0	8000	EURO	Brush Box		1000	VW	Cold sprue		H	1271.0						2.99	AVO Poitiers	Thermoplastic Injection			TP								Fine tuning								2-22255Y02			
ST-2024-01-50-1208					2024	1	1208.0	46000	RmB	Contact washer		1000	VW			V	3086.0						3.22	AVO Poitiers	Stamping			ST								Fine tuning								2-22255Y07			
ST-2024-01-100-1209					2024	1	1209.0	6000	RmB	Bushing		20000000	AVO Carbon Kunhsan			V	21600.0						2.53	AVO Kunshan	Stamping			ST								DFM / Kick off								O1820004			
ST-2024-01-25-1211					2024	1	1211.0	3900	USD	Terminal		8000000	BOSCH			V	54000.0						2.99	AVO Monterrey	Stamping			ST								DFM / Kick off								53-2004			
ST-2024-01-25-1212					2024	1	1212.0	3900	USD	Terminal		8000000	BOSCH			V	54000.0						2.99	AVO Monterrey	Stamping			ST								DFM / Kick off								53-2005			
ST-2024-01-25-1210					2024	1	1210.0	3900	USD	Terminal		8000000	BOSCH			V	54000.0						2.99	AVO Monterrey	Stamping			ST								DFM / Kick off								53-2003			
TP-2024-04-120-1213					2024	4	1213.0	29500	USD	Brush holder unit (base)		4000000	Dong Yong	HR on sprue		H	5760.0							AVO Monterrey	Thermoplastic Injection			TP								Fine tuning											
TP-2024-04-60-1214					2024	4	1214.0	17000	USD	Brush holder unit		4000000	Dong Yang	HR on sprue		H	5760.0							AVO Monterrey	Thermoplastic Injection			TP								Fine tuning											
ST-2024-01-60-1215					2024	1	1215.0	6400	USD	TERMINAL A - TYPE Q		6000000	Dong Yang			V	54000.0							AVO Monterrey	Stamping			ST								DFM / Kick off								53-0842, 53-0843			
ST-2024-01-60-1216					2024	1	1216.0	6400	USD	Terminal A type P		6000000	Dong Yang			V	54000.0							AVO Monterrey	Stamping			ST								DFM / Kick off								53-0835, 53-0836			
TP-2024-08-100-1217					2024	8	1217.0	90000	RmB	SLINGER		8000000	MESAC	HR on sprue		H	13824.0							AVO Kunshan	Thermoplastic Injection			TP								Fine tuning								O12410002			
TP-2024-08-75-1218					2024	8	1218.0	190000	RmB	Brush holder		8000000	MESAC	HR direct on part		V								AVO Kunshan	Thermoplastic Injection			TP								Fine tuning								O12410001			
ST-2024-01-80-1219					2024	1	1219.0	50000	RmB	Terminal E		10000000	MESAC			V								AVO Kunshan	Stamping			ST								In use								A451D141BD, A451D345BD			
TP-2024-04-100-1220					2024	4	1220.0	36000	EURO	Brush Box		4000000	VW	HR direct on part		H	5760.0							AVO El Fahs	Thermoplastic Injection			TP								Fine tuning											
ST-2024-01-60-1221					2024	1	1221.0	8400	EURO	Contact Washer		30000000	VW			V	43200.0							AVO El Fahs	Stamping			ST								Fine tuning								A60102401			
TP-2024-04-50-1222					2024	4	1222.0	93960	RmB	Bushing EWP		4000000	FEILONG	HR on sprue		H	6646.0							AVO Kunshan	Thermoplastic Injection			TP								Fine tuning								K0124011			
ST-2024-01-25-1223					2024	1	1223.0	3060	USD	Contact strap		6000000	BOSCH			V	54000.0							AVO Monterrey	Stamping			ST								DFM / Kick off											
TP-2024-08-75-1224					2024	8	1224.0	140000	RmB	Brush holder		8000000	MELCO	HR direct on part		V								AVO Kunshan	Thermoplastic Injection			TP								DFM / Kick off								O12410003			
TS-2024-04-50-1225					2024	4	1225.0	11500	EURO	Graphit Bearing		1600000	HELLA GmbH & Co. KGaA	Cold sprue		H	3840.0							AVO Plast	Thermoset Injection			TS								Fine tuning											
TS-2024-96-75-1228					2024	96	1228.0			Seal SIM2 (AS & Elec)		12000000	HONG KONG AMBITION RUBBER PLASTIC			V	21827.0							AVO El Fahs	Thermoset Injection			TS								In use								A60110820			
TP-2024-04-100-1229					2024	4	1229.0	28600	USD	Overmolded brush holder		4000000	DONG YANG	HR on sprue		V	2400.0							AVO Monterrey	Thermoplastic Injection			TP								DFM / Kick off											
TP-2024-04-50-1230					2024	4	1230.0	11000	EURO	BUSH		4000000	ADVIK	HR on sprue		H	4937.0								Thermoplastic Injection			TP								Fine tuning											
TP-2024-04-50-1231					2024	4	1231.0	11000	EURO	BUSH FLANGE		4000000	ADVIK	HR on sprue		H	4937.0								Thermoplastic Injection			TP								Fine tuning											
TP-2024-04-50-1232					2024	4	1232.0	17000	USD	Overmolded seal		4000000	Dong Yang	HR on sprue		H	4937.0							AVO Monterrey	Thermoplastic Injection			TP								DFM / Kick off											
TS-2024-04-50-1227					2024	4	1227.0	11365	EURO	Graphit Bearing		1600000	KOLEKTOR	Cold sprue		H	4320.0							AVO El Fahs	Thermoset Injection			TS								Fine tuning											
ST-2024-01-50-1233					2024	1	1233.0	6900	EURO	Terminal male		12000000	VALEO			V	54000.0							AVO El Fahs	Stamping			ST								Fine tuning								A60101918			
ST-2024-01-80-1234					2024	1	1234.0	6200	EURO	Brush box (continous)		12000000	VALEO			V	36000.0							AVO El Fahs	Stamping			ST								In use								A60101924			
ST-2024-01-80-1235					2024	1	1235.0	5800	EURO	Brush box (reversible)		12000000	VALEO			V	36000.0							AVO El Fahs	Stamping			ST								In use								A60101911			
ST-2024-01-80-1236					2024	1	1236.0	6200	EURO	Contact Tip		12000000	VALEO			V	36000.0							AVO El Fahs	Stamping			ST								In use								A60101923, A60101922			
ST-2024-01-35-1237					2024	1	1237.0	4000	EURO	Contact Tip		12000000	VALEO			V	28800.0							AVO El Fahs	Stamping			ST								In use								A60101921			
ST-2024-01-40-1238					2024	1	1238.0	2300	EURO	Contact plate		12000000	NIDEC			V	86400.0							AVO El Fahs	Stamping			ST								DFM / Kick off								A503.671			
ST-2024-01-40-1239					2024	1	1239.0	2300	EURO	Contact plate		12000000	NIDEC			V	86400.0							AVO El Fahs	Stamping			ST								DFM / Kick off								A503.672			
ST-2024-01-40-1240					2024	1	1240.0	5000	EURO	Contact plate		12000000	NIDEC			V	86400.0							AVO El Fahs	Stamping			ST								DFM / Kick off								A503.668			
ST-2024-01-40-1241					2024	1	1241.0	5000	EURO	Contact plate		12000000	NIDEC			V	86400.0							AVO El Fahs	Stamping			ST								DFM / Kick off								A503.667			
